dsr1,dr1r2,Pr2,msr1,msr2,mr1d,mr2d,mr1r2,zeta,minPr1,minDsr2
0.80857,0.98917,0.88592,3,1,2,3,2,0.10692,0.9294,0.001
0.24895,0.5705,0.43143,1,2,1,2,3,0.41544,0.9998,0.049
0.73763,0.96284,0.5101,3,2,2,3,3,0.39594,0.8271,0.033
0.5233,0.60094,0.20716,2,3,2,3,3,0.1617,0.991,0.114
0.53169,0.66479,0.77431,1,2,1,2,3,0.060131,0.9998,0.103
0.19856,0.77072,0.90183,2,2,2,2,3,0.099579,0.9998,0.095
0.53396,0.70197,0.4128,1,2,3,2,1,0.0073818,0.0417,0.426
0.23425,0.44245,0.81378,3,2,2,1,2,0.19672,0.0571,0.338
0.31921,0.53085,0.20424,1,2,3,1,3,0.38361,0.0087,0.657
0.14115,0.65846,0.72133,1,3,1,1,3,0.46442,0.9998,0.216
0.21908,0.88967,0.66293,3,3,2,1,2,0.40812,0.0769,0.658
0.76993,0.88071,0.70608,3,2,1,3,3,0.29767,0.9998,0.026
0.098756,0.68288,0.40297,3,2,3,1,3,0.05352,0.0351,0.783
0.57678,0.96082,0.87145,3,2,3,2,3,0.2538,0.0263,0.262
0.27821,0.35098,0.75122,3,2,3,1,3,0.41559,0.012,0.348
0.82075,0.96633,0.076273,3,1,3,2,2,0.35434,0.001,0.161
0.64975,0.79277,0.9323,1,2,1,3,3,0.34383,0.9998,0.018
0.3687,0.62788,0.50341,2,2,2,2,2,0.45527,0.6049,0.059
0.57959,0.91483,0.06095,1,2,2,2,1,0.22044,0.0351,0.472
0.58736,0.62128,0.86098,1,2,2,3,1,0.33042,0.9998,0.014
0.15841,0.55291,0.74163,2,2,1,3,1,0.35295,0.9998,0.013
0.59708,0.50846,0.12501,3,1,2,3,1,0.19418,0.9998,0.001
0.23613,0.52246,0.98445,3,3,3,1,2,0.27413,0.0208,0.666
0.74509,0.81056,0.71747,3,3,1,3,1,0.066716,0.9998,0.124
0.80584,0.67187,0.9559,2,2,2,3,3,0.033338,0.8051,0.042
0.60816,0.52832,0.88085,2,1,2,3,1,0.066697,0.9998,0.001
0.089569,0.6181,0.6689,1,3,1,1,1,0.41565,0.9998,0.191
0.50578,0.51354,0.78981,3,3,2,3,3,0.11819,0.9998,0.069
0.12379,0.49912,0.73573,1,2,2,2,1,0.20565,0.9998,0.044
0.74767,0.52417,0.49293,3,3,2,1,2,0.11083,0.0098,0.9
0.060165,0.87366,0.77148,3,2,2,1,1,0.097848,0.1275,0.578
0.42425,0.64299,0.5835,3,3,2,3,1,0.041635,0.9998,0.123
0.6176,0.44964,0.64566,2,1,2,3,2,0.19032,0.9998,0.001
0.52293,0.58927,0.21779,1,2,1,1,2,0.42928,0.1627,0.293
0.9196,0.56937,0.16264,3,1,2,3,3,0.39838,0.0098,0.006
0.58618,0.94809,0.57508,1,1,2,3,2,0.0049887,0.9998,0.002
0.48101,0.45914,0.048602,3,2,2,1,1,0.084621,0.012,0.84
0.80224,0.79568,0.85938,1,1,2,3,3,0.39054,0.4971,0.001
0.24387,0.53778,0.19786,1,3,1,2,1,0.25342,0.9998,0.134
0.40154,0.90108,0.92048,3,2,2,2,3,0.37542,0.9008,0.068
0.7038,0.56834,0.72868,1,3,1,2,2,0.44364,0.9998,0.089
0.95914,0.82517,0.981,1,1,3,2,2,0.11676,0.001,0.02
0.49286,0.58062,0.99499,1,2,2,2,3,0.1305,0.5796,0.074
0.0014632,0.91865,0.40438,2,3,3,1,2,0.1506,0.0637,0.883
0.15307,0.35117,0.58056,3,2,1,1,2,0.14351,0.9998,0.113
0.95357,0.44423,0.76824,2,3,3,2,3,0.30777,0.001,0.573
0.2515,0.32573,0.47212,3,2,3,3,2,0.32254,0.9415,0.01
0.89139,0.90277,0.20992,1,2,1,1,2,0.19955,0.0175,0.828
0.8262,0.75899,0.54645,3,1,3,2,1,0.12566,0.0032,0.032
0.20716,0.82996,0.88633,1,1,2,2,3,0.23611,0.9998,0.002
0.63519,0.3681,0.90844,1,3,2,1,3,0.017508,0.0274,0.892
0.7635,0.33421,0.72593,1,3,3,2,2,0.35066,0.0043,0.342
0.91978,0.45823,0.36101,2,2,2,1,2,0.16228,0.001,0.857
0.383,0.50861,0.69171,1,2,3,3,3,0.44023,0.7281,0.013
0.88396,0.43739,0.12135,3,1,2,1,1,0.27185,0.001,0.446
0.41692,0.75002,0.21408,1,2,3,3,3,0.30864,0.1231,0.089
0.79536,0.64487,0.35462,3,2,2,2,1,0.38753,0.0131,0.254
0.38323,0.90293,0.46391,1,3,3,3,2,0.28527,0.3178,0.148
0.92711,0.90464,0.16984,3,3,2,2,2,0.08935,0.0065,0.76
0.17544,0.90081,0.90941,1,3,1,3,3,0.48083,0.9998,0.067
0.16528,0.64573,0.53512,2,2,1,2,2,0.099404,0.9998,0.093
0.60219,0.55335,0.13492,2,1,1,2,1,0.45691,0.9998,0.005
0.51666,0.40631,0.38066,2,2,3,3,3,0.41051,0.1539,0.027
0.99977,0.34462,0.42548,1,1,3,3,1,0.20217,0.001,0.002
0.2199,0.54786,0.26624,2,1,2,2,3,0.14575,0.9998,0.005
0.52861,0.93989,0.97393,1,1,2,1,3,0.29271,0.0197,0.187
0.60726,0.34953,0.92477,1,3,2,3,2,0.32104,0.9998,0.028
0.2488,0.45866,0.703,1,3,2,1,1,0.37708,0.0505,0.404
0.60046,0.93643,0.57084,2,2,2,3,2,0.16771,0.9998,0.039
0.21276,0.35714,0.27448,3,2,2,3,3,0.43376,0.9998,0.013
0.65773,0.41271,0.43238,2,2,2,3,2,0.25254,0.9998,0.015
0.71156,0.63665,0.72918,2,2,2,3,2,0.46878,0.9998,0.014
0.4654,0.31535,0.80828,2,3,1,3,1,0.089605,0.9998,0.04
0.76834,0.65081,0.90946,1,1,3,1,1,0.028926,0.001,0.288
0.30012,0.30149,0.95111,2,2,2,3,1,0.38315,0.9998,0.005
0.80865,0.74301,0.6884,3,1,2,1,2,0.31979,0.0021,0.275
0.16357,0.93424,0.077343,3,3,2,1,2,0.16927,0.0945,0.898
0.70948,0.40404,0.65812,2,2,3,2,1,0.31699,0.0065,0.183
0.95496,0.31114,0.95751,1,1,1,1,1,0.012846,0.0032,0.258
0.18901,0.7625,0.94123,3,1,2,3,3,0.48785,0.9998,0.001
0.48913,0.89493,0.99704,1,1,3,1,1,0.0021963,0.0197,0.28
0.74618,0.38224,0.50902,2,3,3,3,3,0.084416,0.0274,0.213
0.38257,0.49002,0.86788,3,3,1,3,2,0.37075,0.9998,0.039
0.64093,0.86603,0.85337,2,3,3,1,1,0.19906,0.0087,0.9
0.79104,0.75828,0.026146,1,1,2,3,1,0.39289,0.0054,0.1
0.92574,0.8829,0.2594,3,2,3,1,3,0.10651,0.001,0.9
0.94491,0.64331,0.43795,2,2,2,3,2,0.38633,0.0054,0.126
0.65558,0.32263,0.55707,3,2,1,1,3,0.3599,0.243,0.122
0.92356,0.30893,0.37716,1,1,3,1,3,0.083906,0.001,0.327
0.36093,0.75094,0.067947,2,1,1,3,3,0.10396,0.9998,0.007
0.95537,0.80697,0.58089,1,2,1,3,2,0.27013,0.9998,0.027
0.82463,0.83714,0.99714,3,1,3,3,1,0.11383,0.0439,0.001
0.80551,0.37298,0.46976,3,2,1,1,3,0.10953,0.0274,0.485
0.18827,0.83144,0.031689,3,1,3,1,3,0.32117,0.0087,0.585
0.48914,0.30899,0.18661,2,2,1,3,1,0.24262,0.9998,0.017
0.48886,0.97997,0.11245,3,1,3,3,1,0.37161,0.0758,0.009
0.076239,0.50341,0.56134,2,2,2,2,2,0.31667,0.9998,0.043
0.47382,0.54938,0.47558,3,3,1,2,2,0.33551,0.9998,0.108
0.10113,0.50531,0.051588,3,1,3,2,3,0.25206,0.0373,0.074
0.73738,0.65692,0.38251,3,1,1,1,2,0.45274,0.1,0.084
0.99119,0.50078,0.70619,3,2,1,2,2,0.2676,0.0032,0.281
0.88504,0.88786,0.11816,1,3,1,1,1,0.20521,0.0362,0.9
0.34981,0.44597,0.66583,1,2,3,1,3,0.48667,0.0087,0.457
0.052209,0.93123,0.79329,2,1,2,1,1,0.18651,0.1396,0.126
0.088852,0.53917,0.54867,3,3,2,2,2,0.23027,0.9998,0.119
0.58982,0.43102,0.61133,2,2,3,1,2,0.025971,0.0054,0.834
0.028279,0.82967,0.79611,2,3,2,2,1,0.14678,0.9998,0.185
0.96014,0.96018,0.1127,1,2,3,3,2,0.32414,0.001,0.316
0.060362,0.48372,0.65107,2,1,3,2,3,0.066802,0.5114,0.004
0.30002,0.5381,0.91893,2,2,3,2,2,0.22813,0.1121,0.1
0.019875,0.53924,0.76603,2,2,3,1,3,0.1714,0.034,0.506
0.64942,0.5399,0.4933,2,2,1,2,2,0.35089,0.9998,0.047
0.98796,0.38773,0.36448,3,1,1,2,3,0.33812,0.0054,0.018
0.20258,0.90796,0.75116,2,3,1,1,3,0.20969,0.9998,0.409
0.32119,0.49901,0.43532,1,1,1,3,2,0.45188,0.9998,0.001
0.57493,0.33257,0.42253,3,2,2,3,1,0.23387,0.9998,0.012
0.36395,0.40596,0.14961,1,1,3,2,2,0.1754,0.034,0.027
0.88639,0.77219,0.83516,2,3,2,2,1,0.32824,0.0098,0.484
0.49817,0.89488,0.19092,3,3,1,2,3,0.062072,0.9998,0.383
0.3106,0.30249,0.81524,1,1,2,2,2,0.31921,0.9998,0.001
0.46725,0.97949,0.84124,2,1,3,3,3,0.039274,0.7842,0.001
0.96501,0.8357,0.57453,1,3,2,2,3,0.45796,0.001,0.653
0.067477,0.34828,0.16678,2,1,1,1,2,0.47372,0.9998,0.016
0.15009,0.97094,0.53046,3,3,3,3,3,0.037043,0.9998,0.213
0.80318,0.47159,0.064122,1,3,3,1,2,0.13157,0.0021,0.9
0.42056,0.49869,0.048181,1,2,2,2,3,0.10958,0.0516,0.383
0.40809,0.47426,0.65246,1,1,3,1,2,0.16014,0.0076,0.196
0.84774,0.83386,0.80701,1,2,1,3,2,0.31648,0.9998,0.022
0.05454,0.65028,0.43276,3,3,1,2,3,0.45214,0.9998,0.119
0.54522,0.42537,0.63446,2,3,2,3,2,0.48148,0.9998,0.033
0.0038735,0.65807,0.67846,2,2,3,1,3,0.28287,0.034,0.519
0.94673,0.36936,0.51103,2,1,2,3,3,0.055064,0.034,0.001
0.8983,0.51493,0.061051,2,3,1,3,2,0.10974,0.8733,0.168
0.21623,0.308,0.64245,1,3,1,1,1,0.2585,0.9998,0.111
0.6027,0.6352,0.30812,1,1,1,2,1,0.37222,0.9998,0.003
0.83914,0.98774,0.62646,3,1,2,2,2,0.090638,0.0285,0.024
0.18052,0.77494,0.055688,1,2,1,1,2,0.017029,0.7116,0.751
0.16922,0.60132,0.41622,1,1,3,3,2,0.36438,0.8172,0.001
0.29024,0.92069,0.21003,2,3,3,3,2,0.065438,0.2991,0.304
0.93306,0.72201,0.37749,2,3,2,1,1,0.33247,0.001,0.9
0.71183,0.41683,0.44278,3,2,3,1,3,0.3165,0.001,0.785
0.15283,0.584,0.31248,3,2,2,3,3,0.34695,0.9998,0.024
0.38878,0.92778,0.67612,3,2,3,1,2,0.4142,0.0109,0.723
0.43655,0.9558,0.26209,1,1,3,1,1,0.28487,0.0065,0.373
0.045885,0.47253,0.66073,2,1,2,3,1,0.1647,0.9998,0.001
0.40602,0.80142,0.92134,2,1,3,2,1,0.49201,0.1913,0.003
0.41887,0.38899,0.65462,3,3,3,3,2,0.43198,0.4091,0.043
0.15292,0.7417,0.31637,1,3,1,2,1,0.47956,0.9998,0.128
0.80738,0.75848,0.87823,2,3,1,2,2,0.45119,0.9998,0.115
0.29997,0.81393,0.10421,1,1,3,1,2,0.39629,0.0076,0.424
0.024681,0.34343,0.12961,3,2,1,1,2,0.22531,0.9998,0.122
0.64163,0.85047,0.28915,3,3,2,1,1,0.24893,0.0186,0.9
0.79401,0.54025,0.46261,3,2,2,1,2,0.18391,0.0032,0.8
0.47748,0.34661,0.41103,3,2,2,2,2,0.48455,0.3211,0.04
0.77016,0.98506,0.11136,3,3,3,3,3,0.19804,0.0142,0.511
0.14796,0.40353,0.70482,2,1,1,3,3,0.1905,0.9998,0.001
0.0047195,0.75503,0.67853,1,2,1,3,3,0.12681,0.9998,0.032
0.7114,0.84838,0.62392,3,1,1,1,3,0.41271,0.2771,0.063
0.28068,0.7194,0.026226,1,2,1,2,3,0.077599,0.9998,0.306
0.052366,0.81402,0.49948,3,1,3,2,3,0.47165,0.4509,0.004
0.084563,0.80167,0.50679,1,2,1,3,2,0.16404,0.9998,0.036
0.1577,0.72034,0.93745,3,3,1,2,2,0.053879,0.9998,0.235
0.44737,0.67295,0.35465,3,2,2,1,1,0.38656,0.0175,0.591
0.12747,0.64733,0.31047,3,3,2,2,2,0.28929,0.8018,0.161
0.35831,0.48199,0.78686,3,2,1,3,3,0.25579,0.9998,0.013
0.096594,0.89212,0.9094,2,3,1,3,3,0.0056706,0.9998,0.277
0.57569,0.74234,0.2782,2,2,2,2,3,0.41992,0.0835,0.184
0.55425,0.61071,0.090384,2,2,3,1,2,0.37219,0.0032,0.857
0.90963,0.56827,0.88445,1,2,1,3,2,0.12751,0.9998,0.019
0.89451,0.44992,0.0038592,3,3,2,2,2,0.44029,0.001,0.876
0.88369,0.96176,0.3908,1,1,2,1,3,0.40066,0.001,0.358
0.88857,0.48457,0.23479,1,2,3,1,2,0.41983,0.001,0.826
0.29183,0.73561,0.71591,2,1,1,2,2,0.14037,0.9998,0.003
0.28964,0.64969,0.78359,2,2,3,1,3,0.33853,0.0142,0.591
0.515,0.77559,0.97679,1,3,1,3,3,0.06273,0.9998,0.121
0.014457,0.5277,0.1347,3,3,3,1,2,0.22526,0.0274,0.774
0.89908,0.68138,0.90112,2,3,2,2,3,0.025913,0.0208,0.62
0.16547,0.31969,0.95537,3,2,1,3,2,0.34015,0.9998,0.006
0.88562,0.94403,0.30006,3,3,3,3,1,0.036695,0.0076,0.483
0.1695,0.67201,0.6338,3,1,3,2,2,0.007048,0.2617,0.02
0.29477,0.96526,0.69429,2,3,1,2,2,0.1034,0.9998,0.266
0.84184,0.3916,0.18915,2,3,2,3,3,0.07682,0.0439,0.26
0.73357,0.5108,0.49557,1,1,2,2,3,0.12908,0.1088,0.008
0.33714,0.70903,0.46895,3,1,3,3,3,0.043633,0.98,0.001
0.29994,0.58783,0.23649,3,3,1,3,1,0.097528,0.9998,0.114
0.92523,0.45112,0.0010089,3,1,2,1,2,0.4533,0.001,0.884
0.35897,0.73767,0.39337,3,2,2,1,3,0.0038312,0.1363,0.869
0.04825,0.52142,0.78342,2,2,1,1,3,0.4862,0.9998,0.1
0.93878,0.67456,0.39844,2,3,3,2,2,0.33523,0.001,0.678
0.39827,0.82594,0.52235,2,1,2,2,2,0.24522,0.9998,0.004
0.99262,0.95254,0.092229,1,1,2,2,3,0.47677,0.001,0.137
0.30004,0.86948,0.07671,1,3,2,1,1,0.17724,0.0571,0.9
0.61679,0.42164,0.6514,1,1,1,3,1,0.24935,0.9998,0.001
0.64039,0.30515,0.10642,1,3,3,3,1,0.053397,0.0197,0.312
0.42104,0.74805,0.78755,2,1,2,1,2,0.135,0.0307,0.19
0.61035,0.79109,0.11162,3,3,3,1,1,0.047912,0.0175,0.9
0.90386,0.61656,0.070688,2,3,3,1,3,0.12064,0.001,0.9
0.20891,0.38143,0.64622,3,1,2,2,3,0.054206,0.9998,0.002
0.48904,0.83251,0.91511,3,1,2,3,3,0.45049,0.9998,0.001
0.47556,0.70828,0.26055,1,2,3,1,3,0.042411,0.012,0.883
0.77217,0.31491,0.87999,1,3,2,1,3,0.39909,0.0021,0.736
0.16888,0.82162,0.47713,1,3,1,3,1,0.32672,0.9998,0.08
0.5851,0.42834,0.076919,3,1,1,3,2,0.076831,0.9998,0.003
0.76627,0.56192,0.18986,3,1,2,2,3,0.32325,0.0153,0.035
0.98895,0.38627,0.73588,1,1,2,2,1,0.078309,0.001,0.023
0.27393,0.39244,0.69965,2,3,2,1,2,0.24295,0.0472,0.45
0.95055,0.67249,0.24769,1,1,1,1,1,0.21864,0.001,0.413
0.74896,0.40969,0.058124,3,2,2,3,2,0.16985,0.0241,0.19
0.92798,0.9289,0.85071,3,2,3,2,2,0.1284,0.001,0.371
0.47616,0.99643,0.49058,1,3,3,2,3,0.25173,0.0505,0.499
0.56524,0.75405,0.79806,3,2,2,1,3,0.11022,0.0219,0.738
0.27268,0.41919,0.66402,3,3,1,3,2,0.26793,0.9998,0.041
0.78522,0.39146,0.051356,3,1,1,2,2,0.31375,0.8964,0.011
0.80848,0.85558,0.50187,1,1,3,2,2,0.13832,0.0032,0.035
0.09059,0.3523,0.18245,1,3,3,3,2,0.015844,0.4223,0.194
0.37741,0.87511,0.30488,3,1,2,3,2,0.15969,0.9998,0.001
0.92108,0.45556,0.083609,3,2,1,3,1,0.036851,0.9668,0.087
0.46642,0.8509,0.42257,3,3,3,3,3,0.47186,0.1858,0.145
0.29978,0.41135,0.66526,1,3,2,2,2,0.3421,0.9998,0.073
0.92749,0.82925,0.28824,3,2,1,2,1,0.30309,0.1649,0.174
0.21804,0.90859,0.41422,3,3,3,2,1,0.3306,0.1044,0.346
0.76664,0.31528,0.3931,3,1,2,1,1,0.12627,0.0021,0.26
0.79967,0.93546,0.97457,1,2,3,1,3,0.059932,0.0021,0.849
0.96661,0.34714,0.43753,2,3,2,3,3,0.16042,0.0021,0.328
0.98834,0.58693,0.37119,1,1,3,2,3,0.11343,0.001,0.047
0.13371,0.59346,0.50686,2,1,2,2,1,0.16216,0.9998,0.003
0.75211,0.85248,0.50127,3,2,2,3,3,0.27759,0.6577,0.037
0.76697,0.48706,0.039506,2,1,1,2,1,0.14828,0.1583,0.062
0.53335,0.91301,0.3931,2,3,3,3,2,0.22903,0.1308,0.221
0.10922,0.30463,0.5973,1,3,2,2,3,0.32959,0.9998,0.057
0.051171,0.81237,0.16429,2,3,2,2,1,0.1402,0.6247,0.298
0.78754,0.9786,0.18047,1,2,2,3,3,0.4653,0.0736,0.126
0.57242,0.40882,0.50237,1,1,1,3,3,0.28387,0.9998,0.001
0.38036,0.5776,0.57674,1,1,3,2,1,0.0097008,0.1,0.023
0.60889,0.80377,0.30275,2,3,1,3,3,0.22951,0.9998,0.118
0.45053,0.86464,0.79017,1,2,2,1,3,0.14148,0.0362,0.702
0.41732,0.40784,0.54,1,1,2,2,3,0.46855,0.9998,0.001
0.377,0.3471,0.18158,2,2,1,3,3,0.28787,0.9998,0.02
0.45991,0.46513,0.027752,1,1,2,2,1,0.32923,0.0175,0.13
0.74635,0.42177,0.11754,1,3,2,1,3,0.087019,0.0087,0.9
0.90704,0.45298,0.87096,2,3,2,1,3,0.10592,0.0021,0.9
0.065076,0.65662,0.6208,3,3,2,2,3,0.36678,0.9998,0.122
0.38679,0.9954,0.32639,1,1,1,3,3,0.068581,0.9998,0.001
0.15933,0.40683,0.13695,2,2,2,2,1,0.3549,0.3607,0.076
0.51396,0.68391,0.20784,2,1,3,1,3,0.39229,0.0032,0.365
0.59486,0.90338,0.4488,2,2,2,3,1,0.32629,0.9998,0.031
0.95409,0.61104,0.45688,1,2,1,3,3,0.29991,0.9998,0.022
0.45298,0.86758,0.92888,3,1,1,3,3,0.33636,0.9998,0.001
0.95326,0.54829,0.33902,2,2,2,3,2,0.44793,0.0021,0.152
0.66334,0.79256,0.91895,2,3,1,2,1,0.33004,0.9998,0.126
0.82477,0.43331,0.025673,3,3,2,2,3,0.028407,0.012,0.813
0.67844,0.38035,0.23606,1,1,2,1,2,0.14454,0.0032,0.312
0.55277,0.68828,0.73065,1,1,3,1,3,0.38681,0.0043,0.222
0.12739,0.39361,0.12831,3,1,3,1,1,0.46763,0.0131,0.165
0.2362,0.43112,0.54565,1,3,2,3,2,0.12756,0.9998,0.061
0.0079403,0.74382,0.35929,1,1,2,3,3,0.05703,0.9998,0.001
0.43468,0.34133,0.38103,2,2,2,3,1,0.36118,0.9998,0.01
0.43638,0.30888,0.22902,1,3,1,2,1,0.13184,0.9998,0.093
0.055753,0.57302,0.47448,2,1,2,3,2,0.41266,0.9998,0.001
0.5891,0.63581,0.19865,1,3,2,1,1,0.11951,0.0219,0.9
0.46239,0.7951,0.40121,3,2,1,3,2,0.0071927,0.9998,0.12
0.37542,0.6822,0.11168,1,2,2,3,1,0.45223,0.9998,0.042
0.11187,0.74062,0.060709,2,3,2,1,1,0.337,0.0483,0.782
0.31581,0.51791,0.34498,2,1,2,3,3,0.33315,0.9998,0.001
0.85022,0.97171,0.77021,3,3,3,3,1,0.43751,0.0109,0.28
0.37364,0.83672,0.16809,1,2,1,2,3,0.25986,0.9998,0.13
0.61503,0.36522,0.6277,2,3,1,1,3,0.096014,0.2441,0.358
0.31861,0.47667,0.20007,3,3,2,1,3,0.034505,0.0659,0.872
0.061409,0.44958,0.54387,2,2,3,2,2,0.20532,0.1957,0.085
0.54095,0.90016,0.19802,3,1,2,2,1,0.077805,0.1154,0.047
0.76464,0.47058,0.68212,1,2,1,1,3,0.068927,0.0725,0.487
0.67952,0.79289,0.46088,2,3,3,2,2,0.18214,0.0153,0.579
0.92058,0.65793,0.91414,1,1,2,1,2,0.045967,0.001,0.286
0.46591,0.50869,0.13317,3,1,1,3,2,0.1475,0.9998,0.001
0.21827,0.79425,0.039014,1,1,1,3,3,0.30815,0.9998,0.01
0.27604,0.67218,0.52222,3,1,1,1,3,0.28381,0.9998,0.033
0.39654,0.85392,0.59419,1,2,2,3,1,0.15478,0.9998,0.034
0.68452,0.63176,0.14124,3,1,1,3,2,0.47546,0.9998,0.001
0.79484,0.36952,0.95178,3,2,3,1,2,0.00073696,0.0032,0.855
0.53325,0.86285,0.56266,1,1,2,3,3,0.37544,0.9998,0.001
0.2088,0.66433,0.22555,1,2,1,1,3,0.2836,0.826,0.227
0.6465,0.38972,0.081321,3,1,3,1,1,0.32961,0.001,0.458
0.94741,0.56759,0.69291,1,3,2,2,3,0.30104,0.0021,0.583
0.79696,0.99782,0.28131,3,2,2,3,1,0.35519,0.1242,0.091
0.73292,0.56928,0.040083,2,2,2,3,3,0.29147,0.0208,0.258
0.29574,0.35228,0.29371,2,2,3,2,2,0.11737,0.0516,0.161
0.6033,0.41298,0.63545,2,3,1,1,2,0.42197,0.3057,0.205
0.32668,0.49587,0.93176,3,1,1,1,2,0.19985,0.9998,0.019
0.57515,0.44016,0.84348,2,2,1,1,3,0.21187,0.617,0.142
0.030555,0.60449,0.55786,2,2,1,1,2,0.31939,0.9998,0.15
0.77236,0.33939,0.85473,1,3,1,2,2,0.19214,0.9998,0.071
0.34905,0.74116,0.66444,2,1,2,1,2,0.49605,0.0428,0.105
0.55086,0.94353,0.090049,3,2,1,3,1,0.12885,0.9998,0.112
0.43398,0.84938,0.52523,2,2,3,1,3,0.16564,0.0109,0.811
0.11991,0.92542,0.65309,2,3,3,3,1,0.020139,0.9998,0.209
0.20095,0.56621,0.59479,2,3,2,1,1,0.13419,0.0725,0.626
0.47465,0.95304,0.096444,2,3,1,3,2,0.29955,0.9998,0.175
0.83988,0.44347,0.62125,1,1,2,3,2,0.08701,0.3134,0.001
0.75673,0.67946,0.28206,1,1,3,3,3,0.12244,0.034,0.003
0.43404,0.39955,0.37558,1,3,1,2,1,0.39678,0.9998,0.07
0.043209,0.40216,0.23334,3,3,2,3,3,0.12335,0.9998,0.08
0.29732,0.5831,0.30224,1,1,1,3,2,0.37866,0.9998,0.001
0.068488,0.90701,0.4579,2,1,2,2,2,0.038808,0.9998,0.012
0.95999,0.76557,0.5413,3,1,2,2,1,0.43448,0.001,0.03
0.5723,0.30629,0.71828,2,1,2,3,3,0.22471,0.9998,0.001
0.56735,0.35328,0.25162,2,3,3,1,3,0.066727,0.0065,0.9
0.31547,0.51046,0.042039,2,2,1,3,1,0.26395,0.9998,0.067
0.59194,0.55176,0.71931,1,2,3,3,1,0.26178,0.1726,0.029
0.15729,0.55933,0.86227,1,2,3,3,1,0.34238,0.9998,0.012
0.48766,0.62223,0.51568,2,1,1,3,2,0.136,0.9998,0.001
0.59859,0.76794,0.89456,1,3,3,2,2,0.043668,0.0439,0.559
0.10452,0.30698,0.059153,2,2,2,2,1,0.16133,0.166,0.138
0.53978,0.46258,0.73983,3,2,2,3,2,0.4445,0.9998,0.01
0.28976,0.74232,0.29542,3,2,2,3,2,0.31101,0.9998,0.034
0.71774,0.3196,0.066842,1,3,1,2,2,0.46353,0.5906,0.101
0.78087,0.66532,0.93195,1,1,2,1,2,0.073556,0.0032,0.269
0.32288,0.36886,0.17004,2,1,2,1,1,0.18558,0.0208,0.172
0.40666,0.62414,0.20267,1,3,2,1,1,0.43477,0.0208,0.717
0.10627,0.9989,0.86633,2,1,3,2,1,0.3076,0.65,0.003
0.32588,0.61534,0.57784,1,1,2,1,2,0.037422,0.0428,0.24
0.91272,0.87801,0.44455,1,1,2,2,1,0.49103,0.0032,0.032
0.95544,0.39986,0.51256,2,1,3,2,1,0.48596,0.001,0.021
0.37622,0.46014,0.42352,2,2,2,2,3,0.1368,0.4421,0.085
0.30035,0.58002,0.51772,2,2,2,2,3,0.030912,0.6951,0.148
0.83903,0.65509,0.11372,1,1,1,3,1,0.24522,0.9998,0.002
0.86376,0.48398,0.82396,2,1,3,2,2,0.16449,0.0021,0.018
0.99372,0.83969,0.3138,3,1,3,2,2,0.028936,0.001,0.058
0.89215,0.58414,0.60439,1,3,2,2,2,0.047402,0.0131,0.612
0.2156,0.74361,0.79972,2,1,1,2,1,0.10426,0.9998,0.003
0.21769,0.90043,0.862,3,3,2,3,2,0.15665,0.9998,0.103
0.42667,0.49597,0.33351,1,3,2,1,3,0.18347,0.0274,0.745
0.65685,0.46232,0.62195,3,1,3,3,1,0.037562,0.1682,0.001
0.60354,0.89349,0.50462,3,2,2,1,3,0.0039554,0.067,0.877
0.9096,0.84456,0.75712,3,2,3,1,3,0.2026,0.001,0.85
0.16086,0.30106,0.562,3,2,2,2,3,0.27324,0.9998,0.026
0.60411,0.94835,0.11695,2,3,3,3,3,0.1704,0.0461,0.434
0.098168,0.51226,0.78012,1,2,3,1,2,0.26848,0.0252,0.45
0.41633,0.81785,0.89295,3,2,3,1,1,0.012927,0.0252,0.842
0.1698,0.77091,0.61865,1,2,3,2,3,0.003423,0.2375,0.37
0.7144,0.42451,0.98685,3,3,1,2,1,0.0084996,0.9998,0.237
0.51951,0.71013,0.19073,1,3,3,2,3,0.25172,0.023,0.549
0.6734,0.77969,0.69574,1,1,2,2,3,0.39992,0.4388,0.003
0.51121,0.81822,0.25417,2,2,1,3,1,0.42279,0.9998,0.034
0.5877,0.37123,0.36688,2,3,2,3,3,0.13792,0.9998,0.06
0.57842,0.52092,0.99402,1,1,1,3,2,0.49195,0.9998,0.001
0.27335,0.80287,0.77802,3,2,3,2,2,0.040532,0.122,0.262
0.018895,0.44148,0.46909,1,1,2,3,3,0.1892,0.9998,0.001
0.55108,0.33602,0.3075,2,1,3,2,3,0.48272,0.0318,0.006
0.9577,0.35285,0.88802,3,2,2,2,3,0.28122,0.001,0.268
0.96849,0.70722,0.0998,1,1,3,2,2,0.083301,0.001,0.14
0.16287,0.57266,0.79998,1,1,3,2,2,0.1999,0.5642,0.002
0.48036,0.37909,0.13237,3,1,2,3,1,0.032001,0.9998,0.002
0.76358,0.98331,0.78154,1,2,2,2,3,0.46779,0.0428,0.201
0.74722,0.52287,0.51043,3,1,3,3,3,0.38653,0.0494,0.001
0.28618,0.73919,0.46283,2,3,1,3,3,0.06472,0.9998,0.146
0.19985,0.41407,0.036877,2,3,2,2,1,0.13636,0.1011,0.379
0.38785,0.4749,0.36475,1,2,1,3,2,0.19953,0.9998,0.022
0.77746,0.76003,0.52831,3,2,2,1,2,0.41289,0.0032,0.791
